Zioff01G0008100-Zioff01G0480400	1.88	1.16	2.2	2.23	2.17	1.28	3.32	0.83	0.26	0.57	0.18	0.29	0.38	1.25	0.34	0.69	0.89	1.62	2.66	2.43	4.21	0.69	0.78	0.33	0.36	0.05	0.38	1.89	0.05	0.04	0.3	0.0	0.09	0.17	0.29	0.02	0.06	0.55	0.22	2.11	2.06	2.59
Zioff01G0008200-Zioff01G0480900	0.0	0.0	0.04	0.95	0.97	1.18	3.39	0.19	0.06	0.6	0.64	0.0	0.0	0.0	0.0	0.0	0.04	0.0	1.27	0.9	1.34	14.71	10.6	13.28	17.57	8.63	11.56	31.29	12.0	1.61	8.51	5.13	2.14	20.24	8.73	11.8	15.84	7.66	9.65	8.97	11.93	35.8
Zioff01G0008300-Zioff01G0481100	4.83	7.75	7.01	5.6	6.62	5.19	5.9	4.27	2.53	3.0	3.35	1.85	1.18	0.88	0.26	2.44	2.39	2.01	5.36	5.61	22.62	0.55	0.77	0.84	1.58	1.55	0.92	2.48	0.3	0.75	0.22	0.63	0.26	2.75	0.93	2.22	3.73	0.74	1.89	0.63	0.59	4.96
Zioff01G0008600-Zioff01G0481600	1.88	1.21	1.05	20.57	22.54	1.57	5.48	8.21	36.64	1.13	4.41	4.95	0.22	7.35	1.41	0.7	1.39	0.96	3.91	6.66	7.4	32.52	38.65	36.43	62.3	69.81	65.43	52.09	71.23	76.53	66.48	76.49	70.81	53.31	47.64	47.63	40.41	35.2	36.89	29.21	29.06	36.06
Zioff01G0008900-Zioff01G0481700	0.34	0.08	0.17	12.99	15.81	7.21	1.76	13.51	25.12	15.77	16.57	18.91	0.25	0.14	0.0	2.66	1.31	0.84	8.75	9.29	0.02	0.1	0.07	0.0	12.01	16.94	12.45	1.98	12.18	25.54	18.31	16.38	21.46	0.33	0.49	0.45	1.81	7.46	6.34	10.84	11.09	0.15
Zioff01G0009300-Zioff01G0481900	1.66	1.47	1.38	1.8	1.19	1.14	4.14	1.02	0.47	0.86	0.51	0.23	0.59	0.99	0.52	0.95	1.6	1.66	4.88	5.54	90.07	1.31	1.34	1.02	2.83	2.31	3.61	17.45	1.46	1.07	1.46	1.18	0.92	1.51	2.28	0.42	2.68	5.16	2.9	4.79	4.01	60.57
Zioff01G0009500-Zioff01G0482500	3.93	2.75	4.17	0.01	0.0	0.01	0.03	0.05	0.14	0.01	0.13	0.01	2.97	2.28	1.28	1.44	0.1	0.71	0.36	0.21	4.09	2.13	1.66	1.2	0.0	0.0	0.0	0.0	0.0	0.05	0.16	0.03	0.06	0.75	1.37	0.63	0.34	0.0	0.11	0.23	0.26	1.39
Zioff01G0009600-Zioff01G0482800	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.59	1.29	0.0	0.0	0.17	0.0	0.0	0.0	0.73	0.18	0.0	0.0	0.0	0.15	0.39	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0
Zioff01G0009700-Zioff01G0482900	12.94	10.34	11.44	15.91	14.74	15.53	14.63	13.92	13.88	14.36	9.88	11.81	9.93	12.73	7.6	8.72	9.12	10.5	22.36	23.73	18.86	5.09	4.02	5.91	9.34	9.73	8.76	4.33	10.25	11.05	11.39	8.96	8.92	7.89	6.41	5.45	4.88	2.82	4.09	10.48	10.57	8.79
Zioff01G0009800-Zioff01G0483000	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.18	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.42	0.0	0.0	0.18	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zioff01G0009900-Zioff01G0483100	0.21	0.14	0.56	0.5	0.04	1.04	0.56	0.18	0.07	0.18	0.0	0.23	0.64	1.04	5.1	0.0	1.85	0.51	0.27	0.0	0.43	0.4	0.07	0.18	0.48	0.16	1.14	0.68	0.09	0.64	0.17	0.29	0.11	0.61	1.07	3.05	1.18	0.56	0.08	0.37	0.55	0.44
Zioff01G0010100-Zioff01G0483200	7.08	5.56	7.0	2.94	2.18	8.06	2.59	12.08	2.09	3.76	3.31	2.95	3.74	22.66	4.49	4.5	3.53	2.51	1.73	1.86	4.97	10.78	7.82	8.71	17.36	15.93	16.99	13.45	15.96	17.91	18.99	11.73	20.44	18.15	17.14	9.98	10.23	9.48	9.36	8.91	8.33	8.87
